AUID_NEW,ARB2017.id,ARB2017.pctId,ARB2017.alen,ARB2017.evalue,Genomes879.id,Genomes879.pctId,Genomes879.alen,Genomes879.evalue,Genomes879.tax,MarineDiazo.subject,MarineDiazo.pid,MarineDiazo.alen,MarineDiazo.evalue,MarineDiazo.description,AUID,UCYNA_oligos,qcovs,pident,evalue,bitscore,Genoes879.pid_flag,MarineDiazo.ID,consensus_id,subcluster,cluster,CON,nifH_cluster,group1,group2,group3,group4,CyanoCON,crocoCMB,CyanoGroups,CyanoGroupsII,CyanoGroupsIII,CyanoGroupsIV
AUID.43558,ACV74356.1|uncultured_organism,91.049,324,6.75e-123,Geobacter bemidjiensis,97.248,109,2.51e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,NA,NA,NA,NA,NA,AUID.17187,NA,NA,NA,NA,NA,1,NA,Geobacter bemidjiensis,1A,1,Geobacter bemidjiensis,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,Geobacter bemidjiensis,Geobacter bemidjiensis,Geobacter bemidjiensis,Geobacter bemidjiensis,Geobacter bemidjiensis
AUID.43559,APP89955.1|uncultured_bacterium,94.512,328,1.8199999999999997e-143,Anaeromyxobacter sp.,96.33,109,5.06e-75,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae;Anaeromyxobacter,NA,NA,NA,NA,NA,AUID.17188,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43561,ABO76781.1|uncultured_marine,93.182,308,2.41e-127,Dechloromonas aromatica,92.661,109,1.78e-71,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,NA,NA,NA,NA,NA,AUID.10953,NA,NA,NA,NA,NA,NA,NA,unknown1P,1P,1,unknown1P,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,unknown1P,unknown1P,unknown1P,unknown1P,unknown1P
AUID.43562,AKV16127.1|uncultured_nitrogen-fixing,99.322,295,7.459999999999999e-152,Pelobacter carbinolicus,96.939,98,2.93e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.17190,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43563,ADM51622.1|uncultured_bacterium,86.604,321,6.99e-98,Pseudomonas stutzeri,97.248,109,1.13e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,NA,NA,NA,NA,NA,AUID.17191,NA,NA,NA,NA,NA,1,NA,Pseudomonas stutzeri,1G,1,Pseudomonas stutzeri,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri
AUID.43568,AKV16139.1|uncultured_nitrogen-fixing,92.966,327,1.4299999999999999e-134,Desulfovibrio vulgaris,88.073,109,3.7e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.10954,NA,NA,NA,NA,NA,NA,NA,unknown3,3T,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43569,AFD03669.1|uncultured_bacterium,98.777,327,2.9499999999999996e-166,Desulfurivibrio alkaliphilus,95.413,109,3.22e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio,NA,NA,NA,NA,NA,AUID.17196,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43571,YP_003157368.1|Desulfomicrobium_baculatum,86.42,324,6.99e-98,Desulfomicrobium baculatum,96.33,109,1.62e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium,NA,NA,NA,NA,NA,AUID.17198,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43574,AFD03743.1|uncultured_bacterium,100,327,6.2899999999999996e-173,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.10955,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43575,ADO25008.1|uncultured_bacterium,94.785,326,5.07e-144,Desulfuromonas acetoxidans,98.165,109,5.6e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,NA,NA,NA,NA,NA,AUID.17201,NA,NA,NA,NA,NA,1,NA,Desulfuromonas acetoxidans,1A,1,Desulfuromonas acetoxidans,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans
AUID.43576,AAL07982.1|uncultured_bacterium,91.925,322,8.67e-127,Chloroherpeton thalassium,88.991,109,5.02e-68,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,NA,NA,NA,NA,NA,AUID.17202,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43584,ABL96053.1|uncultured_bacterium,99.342,304,8.310000000000001e-157,Pseudomonas stutzeri,97.248,109,7.100000000000001e-76,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,NA,NA,NA,NA,NA,AUID.10246,NA,NA,NA,NA,NA,1,NA,Pseudomonas stutzeri,1G,1,Pseudomonas stutzeri,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri
AUID.43585,ALJ51767.1|uncultured_bacterium,95.732,328,3.8899999999999996e-150,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.10956,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43589,AKS11162.1|uncultured_microorganism,99.085,328,1.7599999999999994e-168,Verrucomicrobiae bacterium,87.156,109,2.5499999999999996e-66,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.17213,NA,NA,NA,NA,NA,NA,NA,unknown3,3J,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43590,AHN51661.1|uncultured_bacterium,79.872,313,9.569999999999999e-57,Paludibacter propionicigenes,83.486,109,1.0699999999999999e-55,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Paludibacter,NA,NA,NA,NA,NA,AUID.17214,NA,NA,NA,NA,NA,NA,NA,unknown3,3L,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43592,AAL83728.1|uncultured_nitrogen-fixing,85.015,327,3.2799999999999996e-91,Desulfatibacillum alkenivorans,89.908,109,1.23e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.17216,NA,NA,NA,NA,NA,NA,NA,unknown3,3H,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43593,AAZ06707.1|uncultured_nitrogen-fixing,92.378,328,8.61e-132,Pelobacter carbinolicus,93.578,109,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.10957,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43594,ADD48943.1|uncultured_bacterium,96.037,328,8.369999999999998e-152,Desulfovibrio aespoeensis,95.413,109,2.48e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.17217,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43596,ALL25766.1|uncultured_bacterium,87.5,328,4.15e-105,Geobacter uraniireducens,96.33,109,1.1e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,NA,NA,NA,NA,NA,AUID.17219,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43597,AKS11843.1|uncultured_microorganism,85.976,328,9.05e-97,Verrucomicrobiae bacterium,89.908,109,1.89e-67,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.17220,NA,NA,NA,NA,NA,NA,NA,unknown3,3Q,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43598,ACN77114.1|uncultured_bacterium,93.598,328,1.8399999999999998e-138,Desulfovibrio magneticus,87.156,109,6.94e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.17221,NA,NA,NA,NA,NA,NA,NA,unknown3,3B,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43599,ACP42169.1|uncultured_bacterium,75.841,327,5.77e-39,Desulfatibacillum alkenivorans,93.578,109,3.5999999999999993e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.17222,NA,NA,NA,NA,NA,NA,NA,unknown3,3H,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43600,ADM51750.1|uncultured_bacterium,94.375,320,5.11e-139,Pseudomonas stutzeri,98.165,109,1.86e-76,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,NA,NA,NA,NA,NA,AUID.17223,NA,NA,NA,NA,NA,1,NA,Pseudomonas stutzeri,1G,1,Pseudomonas stutzeri,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri
AUID.43601,BAV19213.1|uncultured_marine,92.661,327,6.6599999999999995e-133,Desulfuromonas acetoxidans,98.165,109,5.19e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,NA,NA,NA,NA,NA,AUID.17224,NA,NA,NA,NA,NA,1,NA,Desulfuromonas acetoxidans,1A,1,Desulfuromonas acetoxidans,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans
AUID.43602,AKS11787.1|uncultured_microorganism,90.549,328,8.73e-122,Desulfuromonas acetoxidans,96.33,109,5.74e-59,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,NA,NA,NA,NA,NA,AUID.17225,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43603,AKV16113.1|uncultured_nitrogen-fixing,89.634,328,8.799999999999999e-117,Candidatus Azobacteroides,84.404,109,4.56e-65,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;CandidatusAzobacteroides;__g,NA,NA,NA,NA,NA,AUID.10958,NA,NA,NA,NA,NA,NA,NA,unknown3,3G,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43605,AHA49983.1|uncultured_bacterium,92.966,327,1.4299999999999999e-134,Pelobacter carbinolicus,96.33,109,6.57e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.17227,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43606,AHI46304.1|uncultured_bacterium,94.154,325,3.91e-140,Burkholderia xenovorans,99.074,108,6.66e-76,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,NA,NA,NA,NA,NA,AUID.17228,NA,NA,NA,NA,NA,1,NA,Burkholderia xenovorans,1K,1,Burkholderia xenovorans,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans
AUID.43609,ADO25089.1|uncultured_bacterium,83.168,303,2.0099999999999996e-73,delta proteobacterium,95.413,109,1.1199999999999999e-72,Bacteria;Proteobacteria;Deltaproteobacteria;__o;__f;__g,NA,NA,NA,NA,NA,AUID.17231,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43613,ADO25012.1|uncultured_bacterium,93.272,327,3.0799999999999998e-136,Verrucomicrobiae bacterium,88.073,109,1.33e-68,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.10959,NA,NA,NA,NA,NA,NA,NA,unknown3,3,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43615,AAZ06691.1|uncultured_nitrogen-fixing,85.671,328,4.21e-95,Desulfurivibrio alkaliphilus,94.495,109,8.4e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio,NA,NA,NA,NA,NA,AUID.17236,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43616,GAD03531.1|Agarivorans_albus,91.463,328,8.67e-127,Teredinibacter turnerae,95.413,109,2.6499999999999995e-73,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadalesgeneraincertaesedis;Teredinibacter,NA,NA,NA,NA,NA,AUID.17237,NA,NA,NA,NA,NA,NA,NA,unknown1G,1G,1,unknown1G,1G,1G,1G,1B 1J/1K,1B & 1G,1G,unknown1G,unknown1G,unknown1G,unknown1G,unknown1G
AUID.43617,ANF06892.1|uncultured_bacterium,79.573,328,4.38e-60,Desulfobacterium autotrophicum,87.037,108,2.25e-56,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacterium,NA,NA,NA,NA,NA,AUID.17238,NA,NA,NA,NA,NA,NA,NA,unknown3,3H,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43618,AFD03772.1|uncultured_bacterium,94.172,326,1.1e-140,Desulfomicrobium baculatum,92.661,109,1.56e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium,NA,NA,NA,NA,NA,AUID.17239,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43619,ABL96045.1|uncultured_bacterium,100,304,3.8399999999999993e-160,Pseudomonas stutzeri,94.495,109,8.15e-74,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,NA,NA,NA,NA,NA,AUID.10960,NA,NA,NA,NA,NA,NA,NA,unknown1G,1G,1,unknown1G,1G,1G,1G,1B 1J/1K,1B & 1G,1G,unknown1G,unknown1G,unknown1G,unknown1G,unknown1G
AUID.43627,AAZ06715.1|uncultured_nitrogen-fixing,94.207,328,8.49e-142,delta proteobacterium,94.495,109,1.58e-71,Bacteria;Proteobacteria;Deltaproteobacteria;__o;__f;__g,NA,NA,NA,NA,NA,AUID.10961,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43628,ALB34984.1|uncultured_bacterium,98.171,328,1.7700000000000003e-163,Geobacter uraniireducens,96.33,109,3.2599999999999993e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,NA,NA,NA,NA,NA,AUID.17247,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43635,AFD03787.1|uncultured_bacterium,80.997,321,2.62e-67,Desulfatibacillum alkenivorans,88.073,109,1.4599999999999999e-66,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.10962,NA,NA,NA,NA,NA,NA,NA,unknown3,3I,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43640,AMR73453.1|uncultured_bacterium,79.635,329,3.42e-61,Desulfovibrio aespoeensis,89.908,109,2.02e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.17258,NA,NA,NA,NA,NA,NA,NA,unknown3,3Q,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43641,SEG25851.1|Marinobacterium_lutimaris,93.578,327,6.61e-138,Pseudomonas stutzeri,98.165,109,1.86e-76,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,NA,NA,NA,NA,NA,AUID.10963,NA,NA,NA,NA,NA,1,NA,Pseudomonas stutzeri,1G,1,Pseudomonas stutzeri,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri
AUID.43644,BAV19161.1|uncultured_marine,86.626,329,1.5e-99,Desulfovibrio magneticus,88.073,109,4.86e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.17261,NA,NA,NA,NA,NA,NA,NA,unknown3,3P,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43646,ADD49183.1|uncultured_bacterium,92.683,328,1.8499999999999998e-133,Desulfovibrio salexigens,86.239,109,2.25e-64,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.17263,NA,NA,NA,NA,NA,NA,NA,unknown3,3J,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43647,AAD23114.1|marine_proteobacterium,98.777,327,2.9499999999999996e-166,Pseudomonas stutzeri,95.413,109,1.91e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,NA,NA,NA,NA,NA,AUID.17264,NA,NA,NA,NA,NA,NA,NA,unknown1G,1G,1,unknown1G,1G,1G,1G,1B 1J/1K,1B & 1G,1G,unknown1G,unknown1G,unknown1G,unknown1G,unknown1G
AUID.43648,ABG80846.1|uncultured_soil,88.45,329,4.120000000000001e-110,Geobacter uraniireducens,96.33,109,1e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,NA,NA,NA,NA,NA,AUID.17265,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43651,ALJ51728.1|uncultured_bacterium,96.33,327,6.469999999999999e-153,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.10964,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43660,AHF50768.1|uncultured_nitrogen-fixing,88.199,322,8.919999999999998e-107,Opitutaceae bacterium,88.991,109,1.1799999999999999e-66,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;__g,NA,NA,NA,NA,NA,AUID.17276,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43661,AEI72342.1|uncultured_bacterium,92.355,327,2.3899999999999998e-132,Pelobacter carbinolicus,92.661,109,1.58e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.17277,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43662,AAY85430.1|uncultured_bacterium,87.538,329,4.15e-105,Desulfovibrio magneticus,86.239,109,7.980000000000004e-66,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.10965,NA,NA,NA,NA,NA,NA,NA,unknown3,3P,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43668,AKP56063.1|uncultured_nitrogen-fixing,90.826,327,6.75e-123,Desulfovibrio aespoeensis,95.413,109,2.17e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.10247,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.43669,AKS11520.1|uncultured_microorganism,95.732,328,3.8899999999999996e-150,Pelobacter carbinolicus,93.578,109,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.10966,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.43672,BAQ19893.1|uncultured_marine,97.5,320,1.08e-155,Dechloromonas aromatica,100,109,4.51e-77,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,NA,NA,NA,NA,NA,AUID.17285,NA,NA,NA,NA,NA,1,NA,Dechloromonas aromatica,1P,1,Dechloromonas aromatica,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica
AUID.43673,ADM51497.1|uncultured_bacterium,87.459,303,3.2499999999999996e-96,Verrucomicrobiae bacterium,89.908,109,2.2e-68,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.17286,NA,NA,NA,NA,NA,NA,NA,unknown3,3J,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
