AUID_updt,cluster,subcluster
AUID.96797,1,1A
AUID.96799,1,1A
AUID.96801,1,1A
AUID.96806,3,3N
AUID.96808,4,4G
AUID.96816,3,3E
AUID.96822,1,1A
AUID.96830,1,1A
AUID.96834,1,1A
AUID.96839,1,1A
AUID.96840,3,3E
AUID.96847,1,1A
AUID.96848,1,1A
AUID.96853,1,1A
AUID.96858,1,1A
AUID.96861,3,3E
AUID.96865,1,1A
AUID.96869,1,1A
AUID.96877,1,1A
AUID.96882,3,3H
AUID.96884,1,1A
AUID.96887,3,3B
AUID.9689,1,1B
AUID.96892,3,3E
AUID.96893,3,3E
AUID.96899,1,1A
AUID.96903,1,1A
AUID.96915,3,3E
AUID.96922,1,1A
AUID.96927,1,1A
AUID.96933,1,1A
AUID.96934,1,1J
AUID.96940,1,1A
AUID.96941,3,3L
AUID.96944,3,3L
AUID.96945,1,1A
AUID.96946,1,1A
AUID.96947,3,3N
AUID.96948,3,3Q
AUID.96949,1,1A
AUID.96950,1,1A
AUID.96951,1,1A
AUID.96952,1,1A
AUID.96953,1,1A
AUID.96954,3,3L
AUID.96955,3,3E
AUID.96956,1,1A
AUID.96957,3,3P
AUID.96958,3,3L
AUID.96959,1,1G
AUID.96960,3,3E
AUID.96961,3,3N
AUID.96962,1,1A
AUID.96963,1,1A
AUID.96964,1,1A
AUID.96965,1,1A
AUID.96966,1,1A
AUID.96967,1,1A
AUID.96968,1,1A
AUID.96969,3,3E
AUID.96970,1,1A
AUID.96971,3,3L
AUID.96972,3,3N
AUID.96973,1,1A
AUID.96974,3,3P
AUID.96975,1,1A
AUID.96976,1,1A
AUID.96977,1,1A
AUID.96978,1,1A
AUID.96979,1,1A
AUID.96980,1,1A
AUID.96981,1,1A
AUID.96982,3,3N
AUID.96986,3,3L
AUID.96991,1,1A
AUID.97,1,1G
AUID.97001,1,1B
AUID.97062,3,3L
AUID.97177,3,3L
AUID.97249,3,3E
AUID.97307,3,3E
AUID.97352,3,3E
AUID.97402,3,3E
AUID.97416,1,1G
AUID.97426,3,3E
AUID.97435,3,3E
AUID.97444,1,1E
AUID.97451,3,3N
AUID.97468,3,3E
AUID.97485,3,3N
AUID.97502,3,3E
AUID.97509,1,1G
AUID.97518,3,3E
AUID.97601,3,3L
AUID.97668,1,1G
AUID.978,1,1G
AUID.97824,3,3L
AUID.97899,3,3B
AUID.97965,3,3L
AUID.98032,1,1B
AUID.98035,1,1G
AUID.98036,1,1B
AUID.98039,1,1B
AUID.98043,1,1B
AUID.98044,3,3L
AUID.98045,1,1B
AUID.98047,1,1B
AUID.98052,1,1B
AUID.98061,1,1B
AUID.98064,1,1G
AUID.98065,1,1B
AUID.981,1,1G
AUID.98110,3,3A
AUID.98154,3,3L
AUID.98199,1,1G
AUID.9820,1,1G
AUID.98202,3,3A
AUID.98208,3,3N
AUID.983,3,3E
AUID.98342,3,3L
AUID.985,3,3E
AUID.9850,1,1G
AUID.987,1,1G
AUID.9875,1,1B
AUID.989,1,1G
AUID.9904,1,1B
AUID.9907,1,1G
AUID.9908,1,1G
AUID.991,1,1A
AUID.9914,1,1G
AUID.9919,1,1B
AUID.992,1,1A
AUID.9920,1,1G
AUID.9926,1,1G
AUID.9928,1,1B
AUID.993,1,1P
AUID.99399,1,1A
AUID.994,1,1A
AUID.9946,1,1G
AUID.9951,1,1B
AUID.9955,1,1G
AUID.9957,1,1B
AUID.996,1,1A
AUID.9964,1,1G
AUID.9970,1,1B
AUID.9975,1,1B
AUID.998,1,1B
AUID.9980,1,1B
AUID.9983,1,1B
AUID.99830,3,3E
AUID.9986,1,1J
